member,architecture,n_layer,n_head,n_embd,block_size,dropout,epochs,batch_size,peak_lr,train_loss,val_loss,perplexity,bits_per_char,generalization_gap,top1_next_char_acc,distinct_1,distinct_2,distinct_3,repeated_4gram_rate,grad_norm_mean,grad_norm_max,nan_count,param_count,train_tokens_per_sec,gen_tokens_per_sec,peak_memory_MB,total_training_time_sec
Ishan Shah,"Pre-LN Transformer, weight-tied head, GELU FFN",4,4,128,128,0.1,60,64,0.0003,1.935058832168579,1.9842274188995361,7.273425902819263,2.8626350572422687,0.04916858673095703,0.4040771484375,0.025396825396825397,0.1339332980412917,0.3246822033898305,0.5230524642289348,0.873933901839603,4.425597072845695,0,821632,79748.71287143331,97.1831006739198,493.632512,73.96031594276428
