member,architecture,n_layer,n_head,n_embd,block_size,dropout,epochs,batch_size,peak_lr,train_loss,val_loss,perplexity,bits_per_char,generalization_gap,top1_next_char_acc,distinct_1,distinct_2,distinct_3,repeated_4gram_rate,grad_norm_mean,grad_norm_max,nan_count,param_count,train_tokens_per_sec,gen_tokens_per_sec,peak_memory_MB,total_training_time_sec
Charvee Saraiya,"Post-LN Transformer, untied head, ReLU FFN",6,4,96,96,0.15,60,48,0.0005,1.627331018447876,1.732969045639038,5.657426153776482,2.50014584815752,0.10563802719116211,0.4777560763888889,0.020634920634920634,0.13340391741662255,0.3305084745762712,0.5135135135135135,0.9822005972765708,14.087303271507185,0,698205,105789.2008294424,139.5025462112928,273.14432,54.883484840393066
