member,architecture,img_size,epochs,batch_size,lambda_cycle,lambda_identity,n_train_monet,n_train_photo,fid_monet2photo,kid_monet2photo_mean,kid_monet2photo_std,fid_photo2monet,kid_photo2monet_mean,kid_photo2monet_std,cycle_l1_monet,cycle_l1_photo,lpips_monet2photo,lpips_photo2monet,content_cosine_sim_monet2photo,content_cosine_sim_photo2monet,final_loss_G,final_loss_D,final_loss_cycle,grad_norm_G_mean,grad_norm_G_max,nan_count,param_count_total,training_time_sec,train_images_per_sec,gen_images_per_sec,peak_memory_MB
Charvee,"U-Net generator (4 down/up, skip connections, BatchNorm) + PatchGAN, vanilla GAN loss, no identity loss",128,40,4,8.0,0.0,400,400,2.128333806991577,3.419201612472534,1.9562698071240447e-05,1.1034986972808838,0.2580264210700989,6.811811999796191e-06,0.1132308766245842,0.10383954644203186,0.47374773025512695,0.48854684829711914,0.7386698126792908,0.6009327173233032,2.8093522715568544,0.15927482387982309,0.12322168536484242,136.6853569100099,253.49489542819862,0,38858120,702.9873735904694,45.520020987804884,638.8168884302792,844.696576
