member,architecture,img_size,epochs,batch_size,lambda_cycle,lambda_identity,n_train_monet,n_train_photo,fid_monet2photo,kid_monet2photo_mean,kid_monet2photo_std,fid_photo2monet,kid_photo2monet_mean,kid_photo2monet_std,cycle_l1_monet,cycle_l1_photo,lpips_monet2photo,lpips_photo2monet,content_cosine_sim_monet2photo,content_cosine_sim_photo2monet,final_loss_G,final_loss_D,final_loss_cycle,final_loss_identity,grad_norm_G_mean,grad_norm_G_max,nan_count,param_count_total,training_time_sec,train_images_per_sec,gen_images_per_sec,peak_memory_MB
Ishan Shah,"ResNet generator (6 resblocks, InstanceNorm) + 70x70 PatchGAN, LSGAN loss",128,40,4,10.0,5.0,300,300,6.288150787353516,11.92788028717041,1.7536027371534146e-05,4.183034420013428,7.540733337402344,1.3219595530244987e-05,0.17552809417247772,0.16281232237815857,0.29005032777786255,0.4367091655731201,0.7877340912818909,0.6402003765106201,2.3147212934494017,0.11649299050370852,0.11849709500869116,0.12412300825119019,22.060096220420867,30.063665950880495,0,21204872,1012.4506328105927,23.70485949855678,733.6627346372074,2186.295296
