accuracy,precision_macro,recall_macro,f1_macro,precision_micro,recall_micro,f1_micro,precision_weighted,recall_weighted,f1_weighted,roc_auc,pr_auc,mcc,brier_score,expected_calibration_error,model,param_count,training_time_sec,examples_per_sec,peak_memory_MB,hardware,confusion_matrix,per_slice,accuracy_ci95,macro_f1_ci95,mcc_ci95
0.8896666666666667,0.8897291965510912,0.8896666666666666,0.8896622408965515,0.8896666666666667,0.8896666666666667,0.8896666666666667,0.8897291965510911,0.8896666666666667,0.8896622408965514,0.9590582222222221,0.9559876094890635,0.7793958607094134,0.0795913147316365,0.035752493888139725,baseline_nbow,1500101,2.6346356868743896,27328.256562643575,58.145792,NVIDIA GeForce RTX 4050 Laptop GPU,"[[1344, 156], [175, 1325]]","{""long"": {""macro_f1"": 0.8720934959349593, ""error_rate"": 0.12216748768472907, ""n"": 1015}, ""medium"": {""macro_f1"": 0.9066184070198844, ""error_rate"": 0.09330628803245436, ""n"": 986}, ""short"": {""macro_f1"": 0.8815346208458232, ""error_rate"": 0.11511511511511512, ""n"": 999}}","[0.8786666666666667, 0.9013333333333333]","[0.8785887476229188, 0.9012595632559258]","[0.7573806257568438, 0.8026635092828152]"
0.8823333333333333,0.88288622103651,0.8823333333333333,0.8822908403266913,0.8823333333333333,0.8823333333333333,0.8823333333333333,0.88288622103651,0.8823333333333333,0.8822908403266914,0.9603320000000001,0.9615581022699128,0.7652193546331466,0.08098461674258406,0.026959914838274316,experimental_textcnn,1577185,4.956259727478027,14527.083720173985,92.343808,NVIDIA GeForce RTX 4050 Laptop GPU,"[[1352, 148], [205, 1295]]","{""long"": {""macro_f1"": 0.8683499651227751, ""error_rate"": 0.12512315270935961, ""n"": 1015}, ""medium"": {""macro_f1"": 0.8945020576131688, ""error_rate"": 0.10547667342799188, ""n"": 986}, ""short"": {""macro_f1"": 0.874865499765908, ""error_rate"": 0.12212212212212212, ""n"": 999}}","[0.871, 0.8946666666666667]","[0.870968329893415, 0.8944165982453554]","[0.7428259222505118, 0.789293304968724]"
0.883,0.8830492005417585,0.883,0.8829962428793547,0.883,0.883,0.883,0.8830492005417585,0.883,0.8829962428793546,0.9529853333333332,0.9536759884580004,0.7660491989617729,0.09045781548581822,0.055607113689184175,experimental_bilstm,1585121,33.1751766204834,2170.297413143083,132.320768,NVIDIA GeForce RTX 4050 Laptop GPU,"[[1316, 184], [167, 1333]]","{""long"": {""macro_f1"": 0.8484353468794628, ""error_rate"": 0.14679802955665025, ""n"": 1015}, ""medium"": {""macro_f1"": 0.904576977563997, ""error_rate"": 0.09533468559837728, ""n"": 986}, ""short"": {""macro_f1"": 0.8887839754585038, ""error_rate"": 0.10810810810810811, ""n"": 999}}","[0.871, 0.894]","[0.8709862241957169, 0.8939879381831889]","[0.7420582903006713, 0.788082601820775]"
